LAXVEN speed Recorder File: 00022757000.ShortTerm Internal
Data Displayed     From     .86  -  1667Km    TO   19/03/25 07:18:36-127Km
0-Mem freez,1-PowerOn,2-DownLoad,3-MemErase,4-No CFCard,5-ExtMemFail,7-Sensor1Fail,8-Sensor2Fail
,9-ZeroSpeed,A-No Indi/Rec ,B-No Mem ,C-MemFull,D-110% Relay,E-105% Relay,F-OverSpeed,G-<3 Relay,H-CF Inserted,X-Unused
  Time	Distance	Speed	DB	DB	Coas	Coas	EventGn	RunE	StpE	TotE	CumEnry	Curr	Vol	 PF 
 19/03/25 17:26:25	7754.703	130	----	----	----	----	---------	23139.8	309.3	23449.1	118438	38	28.1	0.86
 19/03/25 17:26:26	7754.739	130	----	----	----	----	---------	23140.1	309.3	23449.4	118438.3	37	28	0.86
 19/03/25 17:26:27	7754.776	130	----	----	----	----	---------	23140.3	309.3	23449.6	118438.5	37	28.1	0.86
 19/03/25 17:26:28	7754.812	130	----	----	----	----	---------	23140.6	309.3	23449.9	118438.8	38	28.1	0.86
 19/03/25 17:26:29	7754.848	130	----	----	----	----	---------	23140.8	309.3	23450.1	118439	36	28.1	0.86
 19/03/25 17:26:30	7754.884	130	----	----	----	----	---------	23141.1	309.3	23450.4	118439.3	36	28.1	0.86
 19/03/25 17:26:31	7754.921	130	----	----	----	----	---------	23141.3	309.3	23450.6	118439.5	36	28.1	0.86
 19/03/25 17:26:32	7754.957	130	----	----	----	----	---------	23141.5	309.3	23450.8	118439.7	36	28	0.86
 19/03/25 17:26:33	7754.993	130	----	----	----	----	---------	23141.8	309.3	23451.1	118440	36	28.1	0.86
 19/03/25 17:26:34	7755.029	130	----	----	----	----	---------	23142	309.3	23451.3	118440.2	36	28	0.86
 19/03/25 17:26:35	7755.065	130	----	----	----	----	---------	23142.3	309.3	23451.6	118440.5	36	28	0.86
 19/03/25 17:26:36	7755.102	130	----	----	----	----	---------	23142.5	309.3	23451.8	118440.7	36	28	0.86
 19/03/25 17:26:37	7755.138	130	----	----	----	----	---------	23142.8	309.3	23452.1	118441	36	28	0.86
 19/03/25 17:26:38	7755.174	130	----	----	----	----	---------	23143	309.3	23452.3	118441.2	36	28.1	0.86
 19/03/25 17:26:39	7755.21	129	----	----	----	----	---------	23143.2	309.3	23452.5	118441.4	36	28	0.86
 19/03/25 17:26:40	7755.246	130	----	----	----	----	---------	23143.5	309.3	23452.8	118441.7	36	28.1	0.86
 19/03/25 17:26:41	7755.282	130	----	----	----	----	---------	23143.7	309.3	23453	118441.9	36	28.1	0.86
 19/03/25 17:26:42	7755.318	130	----	----	----	----	---------	23144	309.3	23453.3	118442.2	36	28.1	0.86
 19/03/25 17:26:43	7755.354	129	----	----	----	----	---------	23144.2	309.3	23453.5	118442.4	36	28	0.86
 19/03/25 17:26:44	7755.391	130	----	----	----	----	---------	23144.4	309.3	23453.7	118442.6	36	28.1	0.86
 19/03/25 17:26:45	7755.427	130	----	----	----	----	---------	23144.7	309.3	23454	118442.9	36	28.2	0.86
 19/03/25 17:26:46	7755.463	129	----	----	----	----	---------	23144.9	309.3	23454.2	118443.1	36	28.1	0.86
 19/03/25 17:26:47	7755.499	130	----	----	----	----	---------	23145.2	309.3	23454.5	118443.4	36	28.2	0.86
 19/03/25 17:26:48	7755.535	129	----	----	----	----	---------	23145.4	309.3	23454.7	118443.6	36	28.2	0.86
 19/03/25 17:26:49	7755.571	130	----	----	----	----	---------	23145.7	309.3	23455	118443.9	36	28.2	0.86
 19/03/25 17:26:50	7755.607	129	----	----	----	----	---------	23145.9	309.3	23455.2	118444.1	36	28.2	0.86
 19/03/25 17:26:51	7755.643	130	----	----	----	----	---------	23146.1	309.3	23455.4	118444.3	36	28.2	0.86
 19/03/25 17:26:52	7755.679	129	----	----	----	----	---------	23146.4	309.3	23455.7	118444.6	36	28.2	0.86
 19/03/25 17:26:53	7755.715	130	----	----	----	----	---------	23146.6	309.3	23455.9	118444.8	37	28.2	0.86
 19/03/25 17:26:54	7755.751	129	----	----	----	----	---------	23146.9	309.3	23456.2	118445.1	36	28.2	0.86
 19/03/25 17:26:55	7755.788	130	----	----	----	----	---------	23147.1	309.3	23456.4	118445.3	36	28.1	0.86
 19/03/25 17:26:56	7755.824	129	----	----	----	----	---------	23147.4	309.3	23456.7	118445.6	36	28.2	0.86
 19/03/25 17:26:57	7755.86	129	----	----	----	----	---------	23147.6	309.3	23456.9	118445.8	36	28.2	0.86
 19/03/25 17:26:58	7755.896	129	----	----	----	----	---------	23147.8	309.3	23457.1	118446	37	28.2	0.86
 19/03/25 17:26:59	7755.932	129	----	----	----	----	---------	23148.1	309.3	23457.4	118446.3	36	28.2	0.86
 19/03/25 17:27:00	7755.968	129	----	----	----	----	---------	23148.3	309.3	23457.6	118446.5	36	28.1	0.86
 19/03/25 17:27:01	7756.004	129	----	----	----	----	---------	23148.6	309.3	23457.9	118446.8	36	28.1	0.86
 19/03/25 17:27:02	7756.04	129	----	----	----	----	---------	23148.8	309.3	23458.1	118447	36	28.1	0.86
 19/03/25 17:27:03	7756.076	129	----	----	----	----	---------	23149.1	309.3	23458.4	118447.3	36	28	0.86
 19/03/25 17:27:04	7756.112	129	----	----	----	----	---------	23149.3	309.3	23458.6	118447.5	36	28	0.86
 19/03/25 17:27:05	7756.148	129	----	----	----	----	---------	23149.5	309.3	23458.8	118447.7	36	28	0.86
 19/03/25 17:27:06	7756.184	129	----	----	----	----	---------	23149.8	309.3	23459.1	118448	36	28	0.86
 19/03/25 17:27:07	7756.22	129	----	----	----	----	---------	23150	309.3	23459.3	118448.2	36	28	0.86
 19/03/25 17:27:08	7756.256	129	----	----	----	----	---------	23150.3	309.3	23459.6	118448.5	36	28	0.86
 19/03/25 17:27:09	7756.292	128	----	----	----	----	---------	23150.5	309.3	23459.8	118448.7	36	28	0.86
 19/03/25 17:27:10	7756.328	129	----	----	----	----	---------	23150.7	309.3	23460	118448.9	36	28	0.86
 19/03/25 17:27:11	7756.363	129	----	----	----	----	---------	23151.1	309.3	23460.4	118449.3	49	27.9	0.86
 19/03/25 17:27:12	7756.399	128	----	----	----	----	---------	23151.4	309.3	23460.7	118449.6	42	27.9	0.88
 19/03/25 17:27:13	7756.435	129	----	----	----	----	---------	23151.7	309.3	23461	118449.9	53	28	0.89
 19/03/25 17:27:14	7756.471	128	----	----	----	----	---------	23152.1	309.3	23461.4	118450.3	60	27.9	0.87
 19/03/25 17:27:15	7756.507	129	----	----	----	----	---------	23152.5	309.3	23461.8	118450.7	60	28	0.88
 19/03/25 17:27:16	7756.543	128	----	----	----	----	---------	23152.9	309.3	23462.2	118451.1	60	28	0.87
 19/03/25 17:27:17	7756.579	128	----	----	----	----	---------	23153.3	309.3	23462.6	118451.5	60	28	0.87
 19/03/25 17:27:18	7756.614	129	----	----	----	----	---------	23153.8	309.3	23463.1	118452	60	28.1	0.87
 19/03/25 17:27:19	7756.65	128	----	----	----	----	---------	23154.2	309.3	23463.5	118452.4	61	27.9	0.87
 19/03/25 17:27:20	7756.686	128	----	----	----	----	---------	23154.6	309.3	23463.9	118452.8	60	28	0.87
 19/03/25 17:27:21	7756.722	128	----	----	----	----	---------	23155	309.3	23464.3	118453.2	60	28	0.87
 19/03/25 17:27:22	7756.758	128	----	----	----	----	---------	23155.4	309.3	23464.7	118453.6	60	28.1	0.87
 19/03/25 17:27:23	7756.793	128	----	----	----	----	---------	23155.8	309.3	23465.1	118454	60	28.1	0.87
 19/03/25 17:27:24	7756.829	128	----	----	----	----	---------	23156.2	309.3	23465.5	118454.4	60	28	0.87
 19/03/25 17:27:25	7756.865	128	----	----	----	----	---------	23156.6	309.3	23465.9	118454.8	61	28.1	0.87
 19/03/25 17:27:26	7756.9	128	----	----	----	----	---------	23157	309.3	23466.3	118455.2	61	28	0.87
 19/03/25 17:27:27	7756.936	128	----	----	----	----	---------	23157.4	309.3	23466.7	118455.6	61	28.1	0.87
 19/03/25 17:27:28	7756.972	128	----	----	----	----	---------	23157.9	309.3	23467.2	118456.1	61	28	0.87
 19/03/25 17:27:29	7757.007	128	----	----	----	----	---------	23158.3	309.3	23467.6	118456.5	61	28.1	0.87
 19/03/25 17:27:30	7757.043	128	----	----	----	----	---------	23158.7	309.3	23468	118456.9	62	28	0.87
 19/03/25 17:27:31	7757.078	127	----	----	----	----	---------	23159.1	309.3	23468.4	118457.3	61	28	0.87
 19/03/25 17:27:32	7757.114	128	----	----	----	----	---------	23159.5	309.3	23468.8	118457.7	61	28	0.87
 19/03/25 17:27:33	7757.149	127	----	----	----	----	---------	23159.9	309.3	23469.2	118458.1	62	28	0.87
 19/03/25 17:27:34	7757.185	127	----	----	----	----	---------	23160.3	309.3	23469.6	118458.5	61	27.9	0.87
 19/03/25 17:27:35	7757.22	127	----	----	----	----	---------	23160.8	309.3	23470.1	118459	72	27.8	0.87
 19/03/25 17:27:36	7757.255	127	----	----	----	----	---------	23161.5	309.3	23470.8	118459.7	95	27.4	0.9
 19/03/25 17:27:37	7757.291	127	----	----	----	----	---------	23162.1	309.3	23471.4	118460.3	95	27.4	0.89
 19/03/25 17:27:38	7757.326	127	----	----	----	----	---------	23162.8	309.3	23472.1	118461	95	27.3	0.88
 19/03/25 17:27:39	7757.362	127	----	----	----	----	---------	23163.4	309.3	23472.7	118461.6	95	27.2	0.88
 19/03/25 17:27:40	7757.397	127	----	----	----	----	---------	23164	309.3	23473.3	118462.2	95	27.3	0.88
 19/03/25 17:27:41	7757.433	127	----	----	----	----	---------	23164.7	309.3	23474	118462.9	95	27.2	0.88
 19/03/25 17:27:42	7757.468	127	----	----	----	----	---------	23165.3	309.3	23474.6	118463.5	94	27.2	0.88
 19/03/25 17:27:43	7757.503	128	----	----	----	----	---------	23165.9	309.3	23475.2	118464.1	95	27.2	0.88
 19/03/25 17:27:44	7757.539	127	----	----	----	----	---------	23166.5	309.3	23475.8	118464.7	94	27.2	0.88
 19/03/25 17:27:45	7757.574	127	----	----	----	----	---------	23167.2	309.3	23476.5	118465.4	94	27.1	0.88
 19/03/25 17:27:46	7757.61	128	----	----	----	----	---------	23167.8	309.3	23477.1	118466	94	27.2	0.88
 19/03/25 17:27:47	7757.645	127	----	----	----	----	---------	23168.4	309.3	23477.7	118466.6	94	27.2	0.88
 19/03/25 17:27:48	7757.681	128	----	----	----	----	---------	23169	309.3	23478.3	118467.2	94	27.2	0.88
 19/03/25 17:27:49	7757.717	128	----	----	----	----	---------	23169.7	309.3	23479	118467.9	94	27.2	0.88
 19/03/25 17:27:50	7757.752	128	----	----	----	----	---------	23170.3	309.3	23479.6	118468.5	94	27.2	0.88
 19/03/25 17:27:51	7757.788	128	----	----	----	----	---------	23170.9	309.3	23480.2	118469.1	94	27.2	0.88
 19/03/25 17:27:52	7757.823	128	----	----	----	----	---------	23171.5	309.3	23480.8	118469.7	94	27.2	0.88
 19/03/25 17:27:53	7757.859	128	----	----	----	----	---------	23172.2	309.3	23481.5	118470.4	94	27.2	0.88
 19/03/25 17:27:54	7757.895	128	----	----	----	----	---------	23172.8	309.3	23482.1	118471	94	27.2	0.88
 19/03/25 17:27:55	7757.93	128	----	----	----	----	---------	23173.4	309.3	23482.7	118471.6	93	27.3	0.88
 19/03/25 17:27:56	7757.966	128	----	----	----	----	---------	23174	309.3	23483.3	118472.2	93	27.3	0.88
 19/03/25 17:27:57	7758.002	128	----	----	----	----	---------	23174.6	309.3	23483.9	118472.8	93	27.4	0.88
 19/03/25 17:27:58	7758.038	128	----	----	----	----	---------	23175.3	309.3	23484.6	118473.5	93	27.4	0.88
 19/03/25 17:27:59	7758.073	128	----	----	----	----	---------	23175.9	309.3	23485.2	118474.1	93	27.4	0.88
 19/03/25 17:28:00	7758.109	128	----	----	----	----	---------	23176.5	309.3	23485.8	118474.7	93	27.4	0.88
 19/03/25 17:28:01	7758.145	128	----	----	----	----	---------	23177.1	309.3	23486.4	118475.3	93	27.4	0.88
 19/03/25 17:28:02	7758.181	129	----	----	----	----	---------	23177.8	309.3	23487.1	118476	93	27.4	0.88
 19/03/25 17:28:03	7758.217	128	----	----	----	----	---------	23178.4	309.3	23487.7	118476.6	93	27.4	0.88
 19/03/25 17:28:04	7758.252	129	----	----	----	----	---------	23179	309.3	23488.3	118477.2	92	27.3	0.88
 19/03/25 17:28:05	7758.288	129	----	----	----	----	---------	23179.6	309.3	23488.9	118477.8	92	27.4	0.88
 19/03/25 17:28:06	7758.324	129	----	----	----	----	---------	23180.2	309.3	23489.5	118478.4	92	27.3	0.88
 19/03/25 17:28:07	7758.36	129	----	----	----	----	---------	23180.8	309.3	23490.1	118479	92	27.4	0.88
 19/03/25 17:28:08	7758.396	130	----	----	----	----	---------	23181.5	309.3	23490.8	118479.7	92	27.3	0.88
 19/03/25 17:28:09	7758.432	129	----	----	----	----	---------	23182.1	309.3	23491.4	118480.3	92	27.4	0.88
 19/03/25 17:28:10	7758.469	130	----	----	----	----	---------	23182.7	309.3	23492	118480.9	92	27.3	0.88
 19/03/25 17:28:11	7758.505	130	----	----	----	----	---------	23183.3	309.3	23492.6	118481.5	92	27.4	0.88
 19/03/25 17:28:12	7758.541	130	----	----	----	----	---------	23183.8	309.3	23493.1	118482	80	27.4	0.88
 19/03/25 17:28:13	7758.577	130	----	----	----	----	---------	23184.3	309.3	23493.6	118482.5	71	27.6	0.87
 19/03/25 17:28:14	7758.613	130	----	----	----	----	---------	23184.7	309.3	23494	118482.9	52	27.9	0.85
 19/03/25 17:28:15	7758.65	130	----	----	----	----	---------	23185	309.3	23494.3	118483.2	52	28	0.86
 19/03/25 17:28:16	7758.686	130	----	----	----	----	---------	23185.4	309.3	23494.7	118483.6	59	28.1	0.88
 19/03/25 17:28:17	7758.722	130	----	----	----	----	---------	23185.8	309.3	23495.1	118484	59	28.1	0.87
 19/03/25 17:28:18	7758.759	130	----	----	----	----	---------	23186.2	309.3	23495.5	118484.4	59	28.1	0.87
 19/03/25 17:28:19	7758.795	130	----	----	----	----	---------	23186.6	309.3	23495.9	118484.8	59	28.1	0.87
 19/03/25 17:28:20	7758.831	130	----	----	----	----	---------	23186.9	309.3	23496.2	118485.1	46	28.1	0.86
 19/03/25 17:28:21	7758.868	130	----	----	----	----	---------	23187.2	309.3	23496.5	118485.4	46	28.1	0.86
 19/03/25 17:28:22	7758.904	130	----	----	----	----	---------	23187.5	309.3	23496.8	118485.7	46	28.1	0.87
 19/03/25 17:28:23	7758.94	130	----	----	----	----	---------	23187.8	309.3	23497.1	118486	46	28.2	0.87
 19/03/25 17:28:24	7758.977	130	----	----	----	----	---------	23188.2	309.3	23497.5	118486.4	46	28.1	0.87
 19/03/25 17:28:25	7759.013	131	----	----	----	----	---------	23188.5	309.3	23497.8	118486.7	46	28	0.87
 19/03/25 17:28:26	7759.049	130	----	----	----	----	---------	23188.8	309.3	23498.1	118487	46	28	0.87
 19/03/25 17:28:27	7759.086	130	----	----	----	----	---------	23189.1	309.3	23498.4	118487.3	46	28	0.87
 19/03/25 17:28:28	7759.122	130	----	----	----	----	---------	23189.4	309.3	23498.7	118487.6	44	28.1	0.88
 19/03/25 17:28:29	7759.158	130	----	----	----	----	---------	23189.6	309.3	23498.9	118487.8	30	28.1	0.83
 19/03/25 17:28:30	7759.195	130	----	----	----	----	---------	23189.8	309.3	23499.1	118488	27	28.1	0.84
 19/03/25 17:28:31	7759.231	130	----	----	----	----	---------	23189.9	309.3	23499.2	118488.1	27	28.2	0.85
 19/03/25 17:28:32	7759.267	130	----	----	----	----	---------	23190.1	309.3	23499.4	118488.3	27	28.2	0.85
 19/03/25 17:28:33	7759.304	130	----	----	----	----	---------	23190.3	309.3	23499.6	118488.5	27	28.3	0.85
 19/03/25 17:28:34	7759.34	130	----	----	----	----	---------	23190.5	309.3	23499.8	118488.7	27	28.3	0.85
 19/03/25 17:28:35	7759.376	130	----	----	----	----	---------	23190.7	309.3	23500	118488.9	27	28.3	0.85
 19/03/25 17:28:36	7759.412	130	----	----	----	----	---------	23190.8	309.3	23500.1	118489	27	28.2	0.85
 19/03/25 17:28:37	7759.449	130	----	----	----	----	---------	23191	309.3	23500.3	118489.2	27	28.2	0.85
 19/03/25 17:28:38	7759.485	130	----	----	----	----	---------	23191.2	309.3	23500.5	118489.4	27	28.2	0.85
 19/03/25 17:28:39	7759.521	130	----	----	----	----	---------	23191.4	309.3	23500.7	118489.6	27	28.2	0.85
 19/03/25 17:28:40	7759.557	130	----	----	----	----	---------	23191.6	309.3	23500.9	118489.8	27	28.2	0.85
 19/03/25 17:28:41	7759.593	130	----	----	----	----	---------	23191.7	309.3	23501	118489.9	27	28.3	0.85
 19/03/25 17:28:42	7759.629	129	----	----	----	----	---------	23191.9	309.3	23501.2	118490.1	27	28.3	0.85
 19/03/25 17:28:43	7759.665	129	----	----	----	----	---------	23192.1	309.3	23501.4	118490.3	27	28.3	0.85
 19/03/25 17:28:44	7759.701	129	----	----	----	----	---------	23192.3	309.3	23501.6	118490.5	27	28.3	0.85
 19/03/25 17:28:45	7759.737	129	----	----	----	----	---------	23192.5	309.3	23501.8	118490.7	28	28.2	0.85
 19/03/25 17:28:46	7759.773	129	----	----	----	----	---------	23192.7	309.3	23502	118490.9	28	28.2	0.85
 19/03/25 17:28:47	7759.809	129	----	----	----	----	---------	23192.8	309.3	23502.1	118491	28	28.1	0.85
 19/03/25 17:28:48	7759.845	129	----	----	----	----	---------	23193	309.3	23502.3	118491.2	28	28.1	0.85
 19/03/25 17:28:49	7759.881	129	----	----	----	----	---------	23193.3	309.3	23502.6	118491.5	34	28.1	0.87
 19/03/25 17:28:50	7759.917	128	----	----	----	----	---------	23193.5	309.3	23502.8	118491.7	40	27.9	0.87
 19/03/25 17:28:51	7759.953	129	----	----	----	----	---------	23193.8	309.3	23503.1	118492	38	28.1	0.86
 19/03/25 17:28:52	7759.989	128	----	----	----	----	---------	23194.1	309.3	23503.4	118492.3	49	28	0.88
 19/03/25 17:28:53	7760.024	128	----	----	----	----	---------	23194.5	309.3	23503.8	118492.7	55	28	0.88
 19/03/25 17:28:54	7760.06	128	----	----	----	----	---------	23194.9	309.3	23504.2	118493.1	54	27.9	0.86
 19/03/25 17:28:55	7760.096	128	----	----	----	----	---------	23195.2	309.3	23504.5	118493.4	54	27.8	0.86
 19/03/25 17:28:56	7760.132	128	----	----	----	----	---------	23195.6	309.3	23504.9	118493.8	55	27.8	0.86
 19/03/25 17:28:57	7760.167	128	----	----	----	----	---------	23195.9	309.3	23505.2	118494.1	54	27.9	0.87
 19/03/25 17:28:58	7760.203	128	----	----	----	----	---------	23196.3	309.3	23505.6	118494.5	54	27.9	0.86
 19/03/25 17:28:59	7760.239	128	----	----	----	----	---------	23196.7	309.3	23506	118494.9	54	27.9	0.87
 19/03/25 17:29:00	7760.275	128	----	----	----	----	---------	23197	309.3	23506.3	118495.2	54	28	0.87
 19/03/25 17:29:01	7760.31	128	----	----	----	----	---------	23197.4	309.3	23506.7	118495.6	54	28	0.87
 19/03/25 17:29:02	7760.346	128	----	----	----	----	---------	23197.8	309.3	23507.1	118496	54	27.9	0.87
 19/03/25 17:29:03	7760.382	128	----	----	----	----	---------	23198.1	309.3	23507.4	118496.3	54	27.8	0.87
 19/03/25 17:29:04	7760.418	128	----	----	----	----	---------	23198.5	309.3	23507.8	118496.7	54	27.8	0.87
 19/03/25 17:29:05	7760.453	128	----	----	----	----	---------	23198.8	309.3	23508.1	118497	54	27.8	0.87
 19/03/25 17:29:06	7760.489	128	----	----	----	----	---------	23199.2	309.3	23508.5	118497.4	54	27.8	0.87
 19/03/25 17:29:07	7760.525	128	----	----	----	----	---------	23199.6	309.3	23508.9	118497.8	54	27.9	0.87
 19/03/25 17:29:08	7760.56	128	----	----	----	----	---------	23199.9	309.3	23509.2	118498.1	54	27.9	0.87
 19/03/25 17:29:09	7760.596	128	----	----	----	----	---------	23200.3	309.3	23509.6	118498.5	54	27.9	0.87
 19/03/25 17:29:10	7760.632	128	----	----	----	----	---------	23200.7	309.3	23510	118498.9	54	28	0.87
 19/03/25 17:29:11	7760.668	128	----	----	----	----	---------	23201	309.3	23510.3	118499.2	55	27.9	0.87
 19/03/25 17:29:12	7760.703	128	----	----	----	----	---------	23201.4	309.3	23510.7	118499.6	55	27.9	0.87
 19/03/25 17:29:13	7760.739	128	----	----	----	----	---------	23201.8	309.3	23511.1	118500	55	27.9	0.87
 19/03/25 17:29:14	7760.775	128	----	----	----	----	---------	23202.2	309.3	23511.5	118500.4	55	27.9	0.87
 19/03/25 17:29:15	7760.81	128	----	----	----	----	---------	23202.5	309.3	23511.8	118500.7	55	28	0.87
 19/03/25 17:29:16	7760.846	128	----	----	----	----	---------	23203	309.3	23512.3	118501.2	72	27.8	0.87
 19/03/25 17:29:17	7760.882	128	----	----	----	----	---------	23203.6	309.3	23512.9	118501.8	84	27.7	0.89
 19/03/25 17:29:18	7760.918	128	----	----	----	----	---------	23204.2	309.3	23513.5	118502.4	85	27.6	0.89
 19/03/25 17:29:19	7760.953	128	----	----	----	----	---------	23204.7	309.3	23514	118502.9	85	27.5	0.88
 19/03/25 17:29:20	7760.989	128	----	----	----	----	---------	23205.3	309.3	23514.6	118503.5	85	27.5	0.88
 19/03/25 17:29:21	7761.025	128	----	----	----	----	---------	23205.9	309.3	23515.2	118504.1	85	27.5	0.88
 19/03/25 17:29:22	7761.061	128	----	----	----	----	---------	23206.4	309.3	23515.7	118504.6	84	27.6	0.88
 19/03/25 17:29:23	7761.097	129	----	----	----	----	---------	23207	309.3	23516.3	118505.2	84	27.7	0.88
 19/03/25 17:29:24	7761.132	128	----	----	----	----	---------	23207.7	309.3	23517	118505.9	98	27.7	0.88
 19/03/25 17:29:25	7761.168	129	----	----	----	----	---------	23208.3	309.3	23517.6	118506.5	95	27.6	0.89
 19/03/25 17:29:26	7761.204	128	----	----	----	----	---------	23209	309.3	23518.3	118507.2	94	27.6	0.88
 19/03/25 17:29:27	7761.24	129	----	----	----	----	---------	23209.6	309.3	23518.9	118507.8	94	27.6	0.88
 19/03/25 17:29:28	7761.276	128	----	----	----	----	---------	23210.2	309.3	23519.5	118508.4	95	27.6	0.88
 19/03/25 17:29:29	7761.312	129	----	----	----	----	---------	23210.9	309.3	23520.2	118509.1	94	27.7	0.88
 19/03/25 17:29:30	7761.348	128	----	----	----	----	---------	23211.5	309.3	23520.8	118509.7	94	27.7	0.88
 19/03/25 17:29:31	7761.384	129	----	----	----	----	---------	23212.1	309.3	23521.4	118510.3	94	27.8	0.88
 19/03/25 17:29:32	7761.419	128	----	----	----	----	---------	23212.8	309.3	23522.1	118511	95	27.8	0.88
 19/03/25 17:29:33	7761.455	129	----	----	----	----	---------	23213.4	309.3	23522.7	118511.6	95	27.7	0.88
 19/03/25 17:29:34	7761.491	128	----	----	----	----	---------	23214	309.3	23523.3	118512.2	83	27.7	0.88
 19/03/25 17:29:35	7761.527	128	----	----	----	----	---------	23214.6	309.3	23523.9	118512.8	84	27.6	0.87
 19/03/25 17:29:36	7761.563	128	----	----	----	----	---------	23215.1	309.3	23524.4	118513.3	84	27.7	0.88
 19/03/25 17:29:37	7761.598	128	----	----	----	----	---------	23215.7	309.3	23525	118513.9	84	27.7	0.88
 19/03/25 17:29:38	7761.634	128	----	----	----	----	---------	23216.4	309.3	23525.7	118514.6	97	27.8	0.88
 19/03/25 17:29:39	7761.67	128	----	----	----	----	---------	23217	309.3	23526.3	118515.2	94	27.7	0.89
 19/03/25 17:29:40	7761.706	128	----	----	----	----	---------	23217.6	309.3	23526.9	118515.8	94	27.7	0.88
 19/03/25 17:29:41	7761.742	128	----	----	----	----	---------	23218.3	309.3	23527.6	118516.5	94	27.6	0.88
 19/03/25 17:29:42	7761.777	129	----	----	----	----	---------	23218.9	309.3	23528.2	118517.1	94	27.5	0.88
 19/03/25 17:29:43	7761.813	128	----	----	----	----	---------	23219.5	309.3	23528.8	118517.7	94	27.5	0.88
 19/03/25 17:29:44	7761.849	128	----	----	----	----	---------	23220.2	309.3	23529.5	118518.4	94	27.5	0.88
 19/03/25 17:29:45	7761.885	128	----	----	----	----	---------	23220.8	309.3	23530.1	118519	94	27.5	0.88
 19/03/25 17:29:46	7761.921	128	----	----	----	----	---------	23221.4	309.3	23530.7	118519.6	94	27.6	0.88
 19/03/25 17:29:47	7761.957	129	----	----	----	----	---------	23222.1	309.3	23531.4	118520.3	94	27.6	0.88
 19/03/25 17:29:48	7761.992	128	----	----	----	----	---------	23222.7	309.3	23532	118520.9	93	27.5	0.88
 19/03/25 17:29:49	7762.028	129	----	----	----	----	---------	23223.3	309.3	23532.6	118521.5	93	27.4	0.88
 19/03/25 17:29:50	7762.064	128	----	----	----	----	---------	23223.9	309.3	23533.2	118522.1	93	27.4	0.88
 19/03/25 17:29:51	7762.1	129	----	----	----	----	---------	23224.6	309.3	23533.9	118522.8	93	27.3	0.88
 19/03/25 17:29:52	7762.136	129	----	----	----	----	---------	23225.2	309.3	23534.5	118523.4	93	27.4	0.88
 19/03/25 17:29:53	7762.172	128	----	----	----	----	---------	23225.8	309.3	23535.1	118524	93	27.5	0.88
 19/03/25 17:29:54	7762.208	129	----	----	----	----	---------	23226.4	309.3	23535.7	118524.6	93	27.5	0.88
 19/03/25 17:29:55	7762.244	129	----	----	----	----	---------	23227.1	309.3	23536.4	118525.3	93	27.4	0.88
 19/03/25 17:29:56	7762.279	128	----	----	----	----	---------	23227.7	309.3	23537	118525.9	93	27.5	0.88
 19/03/25 17:29:57	7762.315	129	----	----	----	----	---------	23228.3	309.3	23537.6	118526.5	93	27.4	0.88
 19/03/25 17:29:58	7762.351	128	----	----	----	----	---------	23228.9	309.3	23538.2	118527.1	93	27.4	0.88
 19/03/25 17:29:59	7762.387	129	----	----	----	----	---------	23229.5	309.3	23538.8	118527.7	93	27.4	0.88
 19/03/25 17:30:00	7762.423	129	----	----	----	----	---------	23230.2	309.3	23539.5	118528.4	93	27.4	0.88
 19/03/25 17:30:01	7762.459	129	----	----	----	----	---------	23230.8	309.3	23540.1	118529	93	27.5	0.88
 19/03/25 17:30:02	7762.495	129	----	----	----	----	---------	23231.4	309.3	23540.7	118529.6	93	27.5	0.88
 19/03/25 17:30:03	7762.531	129	----	----	----	----	---------	23232	309.3	23541.3	118530.2	93	27.5	0.88
 19/03/25 17:30:04	7762.567	129	----	----	----	----	---------	23232.7	309.3	23542	118530.9	93	27.5	0.88
 19/03/25 17:30:05	7762.603	130	----	----	----	----	---------	23233.3	309.3	23542.6	118531.5	93	27.4	0.88
 19/03/25 17:30:06	7762.639	129	----	----	----	----	---------	23233.9	309.3	23543.2	118532.1	92	27.3	0.88
 19/03/25 17:30:07	7762.675	130	----	----	----	----	---------	23234.5	309.3	23543.8	118532.7	92	27.3	0.88
 19/03/25 17:30:08	7762.711	129	----	----	----	----	---------	23235.1	309.3	23544.4	118533.3	92	27.4	0.88
 19/03/25 17:30:09	7762.747	130	----	----	----	----	---------	23235.7	309.3	23545	118533.9	92	27.4	0.88
 19/03/25 17:30:10	7762.783	129	----	----	----	----	---------	23236.3	309.3	23545.6	118534.5	80	27.5	0.88
 19/03/25 17:30:11	7762.819	130	----	----	----	----	---------	23236.6	309.3	23545.9	118534.8	54	27.9	0.86
 19/03/25 17:30:12	7762.855	129	----	----	----	----	---------	23237	309.3	23546.3	118535.2	52	27.8	0.85
 19/03/25 17:30:13	7762.891	129	----	----	----	----	---------	23237.3	309.3	23546.6	118535.5	53	27.7	0.87
 19/03/25 17:30:14	7762.928	130	----	----	----	----	---------	23237.7	309.3	23547	118535.9	53	27.7	0.87
 19/03/25 17:30:15	7762.964	129	----	----	----	----	---------	23238	309.3	23547.3	118536.2	52	27.7	0.87
 19/03/25 17:30:16	7763	130	----	----	----	----	---------	23238.4	309.3	23547.7	118536.6	53	27.8	0.87
